VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"916","1103","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB 206)","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHÉNYLE (BPC 206)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"917","10112","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL (PCB 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE (BPC 208)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"918","1104","DECACHLOROBIPHENYL (PCB 209)","DÉCACHLOROBIPHÉNYLE (BPC 209)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"938","5","CHLOROTHALONIL","CHLOROTHALONIL","ORGANOCHLORINE","ORGANOCHLORÉS","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"939","2856","CIS-NONACHLOR","CIS-NONACHLOR","HERBICIDES","HERBICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"940","4451","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OR DELTA-BHC)","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OU DELTA-BHC)","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"941","1","DELTAMETHRIN","DELTAMÉTHRINE","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"942","1909","ENDOSULFAN SULPHATE","SULFATE D'ENDOSULFAN","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"943","269","ENDRIN ALDEHYDE","ENDRINE ALDÉHYDE","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"944","1712","ENDRIN KETONE","ENDRINE CÉTONE","ORGANOCHLORINE","ORGANOCHLORÉS","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"946","1047","OXYCHLORDANE","OXYCHLORDANE","PESTICIDES","PESTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"947","4045","PENTACHLOROANISOLE","PENTACHLOROANISOLE","HALOGENATED (SUBSTITUTED AROMATIC)","HALOGÉNÉS (AROMATIQUES SUBSTITUÉS)","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"948","237","PENTACHLOROBENZENE","PENTACHLOROBENZÈNE","HALOGENATED MONOAROMATIC","HALOGÉNÉS MONOAROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"949","4","PERMETHRIN (CIS+TRANS)","PERMÉTHRINE (CIS+TRANS)","INSECTICIDES","INSECTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"950","2852","TRANS-NONACHLOR","TRANS-NONACHLOR","PESTICIDES","PESTICIDES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","223","ORGANOCHLORINATED PESTICIDES IN SOLIDS BY HRGC-HRMS.","PESTICIDES ORGANOCHLORÉS DANS LES SOLIDES PAR HRGC-HRMS."
"1517","312","NAPHTHALENE","NAPHTALÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1518","314","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1521","1078","2,6-DIMETHYLNAPHTHALENE","2,6-DIMÉTHYLNAPHTALÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1525","1079","2,3,5-TRIMETHYLNAPHTHALENE","2,3,5-TRIMÉTHYLNAPHTALÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1530","148","ACENAPHTHYLENE","ACÉNAPHTYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1531","292","ACENAPHTHENE","ACENAPHTÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1533","303","FLUORENE","FLUORÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1534","299","PHENANTHRENE","PHÉNANTHRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1535","93","P-NAPHTHALENE","P-NAPHTALÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1536","2626","DIBENZOTHIOPHENE (DBT)","DIBENZOTHIOPHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1541","1080","1-METHYLPHENANTHRENE","1-MÉTHYLPHÉNANTHRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1543","146","FLUORANTHENE","FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1544","107","BENZOPHENANTHRENE","BENZOPHÉNANTHRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1554","219","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1555","155","BENZO(A)PHENANTHRENE OR CHRYSENE","BENZO(A)PHÉNANTHRÈNE OU CHRYSÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1556","145","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1557","3756","BENZO(J,K)FLUORANTHENE","BENZO(J,K)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1558","137","BENZO(E)PYRENE","BENZO(E)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1559","204","BENZO(A)PYRENE","BENZO(A)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1560","141","PERYLENE","PÉRYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1561","1036","DIBENZO(A,H)ANTHRACENE","DIBENZO(A,H)ANTHRACÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1562","140","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"1563","132","BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE","AROMATIC","AROMATIQUES","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4208","AXYS METHOD MLA-021: ANALYTICAL METHOD FOR THE DETERMINATION OF POLYCYCLIC AROMATIC HYDROCARBONS (PAH), ALKYLATED POLYCYCLIC AROMATIC HYDROCARBONS, AND ALKANES IN SOLID SAMPLES BY GC/MS",""
"2674","485","CARBON TOTAL INORGANIC","CARBONE INORGANIQUE TOTAL","CARBON","CARBONE","%","PERCENT","POURCENTAGE","2597","DETERMINATION OF TOTAL INORGANIC CARBON IN SEDIMENT BY CALCULATION USING A CHN ANALYZER.","DÉTERMINATION DU CARBONE INORGANIQUE TOTAL DANS DES SÉDIMENTS PAR CALCUL EN UTILISANT UN ANALYSEUR CHN."
"4672","1043","BETA-HEXACHLOROCYCLOHEXANE (BETA-HCH OR BETA-BHC) AS A SURROGATE","BÉTA-HEXACHLOROCYCLOHEXANE (BÉTA-HCH OU BÉTA-BHC) SURROGATE","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","2863","ANALYSIS OF OCS, PCBS, CBS AND PAHS IN 1 L WATER SAMPLES BY GC-ECD AND GC-MSD.","ANALYSE DES OC, DES BPC, DES CB ET DES HAP DANS DES ÉCHANTILLONS DE 1 L D'EAU PAR GC-ECD ET GC-MSD."
"4673","3644","GAMMA-CHLORDENE","GAMMA-CHLORDÈNE","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","2863","ANALYSIS OF OCS, PCBS, CBS AND PAHS IN 1 L WATER SAMPLES BY GC-ECD AND GC-MSD.","ANALYSE DES OC, DES BPC, DES CB ET DES HAP DANS DES ÉCHANTILLONS DE 1 L D'EAU PAR GC-ECD ET GC-MSD."
"4927","3351","BORON TOTAL RECOVERABLE","BORE TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4928","4523","GERMANIUM TOTAL RECOVERABLE","GERMANIUM TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4929","3345","SCANDIUM TOTAL RECOVERABLE","SCANDIUM TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4930","3337","SILVER TOTAL RECOVERABLE","ARGENT TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4931","1912","TOTAL RECOVERABLE TELLURIUM","TELLURIUM TOTAL RÉCUPÉRABLE","METALLOIDS","MÉTALLOÏDES","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4932","3343","TIN TOTAL RECOVERABLE","ÉTAIN TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4933","3352","TITANIUM TOTAL RECOVERABLE","TITANE TOTAL RÉCUPÉRABLE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"4934","4398","ZIRCONIUM TOTAL RECOVERABLE","ZIRCONIUM RÉCUPÉRABLE TOTAL","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","2937","TOTAL RECOVERABLE METALS ARE DETERMINED IN HOMOGENIZED SEDIMENT SAMPLES BY INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMETRY (ICP-OES) AND INDUCTIVELY COUPLED PLASMA-MASS SPECTROMETRY (ICP-MS).",""
"5164","4423","TOTAL HEPTACHLOROBIPHENYLS (PCB 170-193)","HEPTACHLOROBIPHÉNYLES TOTAUX (BPC 170-193)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5165","4422","TOTAL HEXACHLOROBIPHENYLS (PCB 128-169)","HEXACHLOROBIPHÉNYLES TOTAUX (BPC 128-169)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5166","4425","TOTAL NONACHLOROBIPHENYLS (PCB 206-208)","NONACHLOROBIPHÉNYLES TOTAUX (BPC 206-208)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5167","4424","TOTAL OCTACHLOROBIPHENYLS (PCB 194-205)","OCTACHLOROBIPHÉNYLES TOTAUX (BPC 194-205)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5168","4421","TOTAL PENTACHLOROBIPHENYLS (PCB 82-127)","PENTACHLOROBIPHÉNYLES TOTAUX (BPC 82-127)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5169","4420","TOTAL TETRACHLOROBIPHENYLS (PCB 40-81)","TÉTRACHLOROBIPHÉNYLES TOTAUX (BPC 40-81)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5170","1041","TOTAL PCBS","BPC TOTAUX","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5171","4419","TOTAL TRICHLOROBIPHENYLS (PCB 16-39)","TRICHLOROBIPHÉNYLES TOTAUX (BPC 16-39)","PCB","BPC","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","308","ANALYSIS OF POLYCHLORINATED BIPHENYLS IN AQUEOUS AND SOLID MEDIA – HRGC-HRMS. LEEQ TECHNIQUE Q0506D0.","ANALYSE DES CONGÉNÈRES DE BIPHÉNYLES POLYCHLORÉS DANS DES MILIEUX AQUEUX ET DES SOLIDES – TECHNIQUE LEEQ PAR HRGC-HRMS Q0506D0."
"5670","2679","DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH)","DELTA-HEXACHLORURE DE BENZÈNE OU DELTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC)","PESTICIDES","PESTICIDES","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
